ID,Year_Birth,Education,Income,Kidhome,MntWines,Customer_Age,Customer_Generation,Customer_Age_Group,Customer_Age_Group2,Education2,Kidhome2,Amount_Group
2532,1987,Master,73454.0,0,982,32,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,301-1000
9214,1991,Undergraduate,42691.0,0,179,28,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,101-300
4943,1953,Undergraduate,70503.0,0,1379,66,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,
35,1987,Undergraduate,25545.0,1,32,32,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
2258,1986,Undergraduate,32880.0,1,8,33,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
4322,1958,PhD,77863.0,0,881,61,Baby Boomers & Older,Adults,Seniors,PhD,0,301-1000
713,1977,Master,50353.0,0,141,42,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
4702,1964,Undergraduate,61839.0,0,1000,55,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
3281,1960,PhD,49154.0,1,206,59,Baby Boomers & Older,Adults,Adults,PhD,1,101-300
702,1975,Undergraduate,47682.0,0,162,44,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
2004,1969,Undergraduate,72679.0,0,619,50,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
4769,1977,Master,57954.0,1,456,42,Generation X,Adults,Adults,Undergraduate & Master,1,301-1000
4437,1962,Undergraduate,65316.0,1,112,57,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
8724,1982,Undergraduate,28567.0,1,11,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
10741,1951,Master,47352.0,0,172,68,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
1991,1967,Undergraduate,44931.0,0,78,52,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
6931,1967,Undergraduate,76982.0,0,464,52,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
11096,1952,Undergraduate,57247.0,0,99,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,41-100
304,1981,Master,22944.0,1,19,38,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
3665,1977,Undergraduate,25315.0,1,1,42,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10591,1969,Undergraduate,43638.0,0,63,50,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
5036,1984,PhD,42710.0,1,252,35,Millennials & Generation Z,Adults,Adults,PhD,1,101-300
5547,1982,PhD,84169.0,0,1478,37,Millennials & Generation Z,Adults,Adults,PhD,0,
7822,1976,Undergraduate,54058.0,0,198,43,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
8541,1990,Undergraduate,24683.0,1,8,29,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
10955,1964,Undergraduate,85620.0,0,416,55,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
4368,1980,Undergraduate,47850.0,1,42,39,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,41-100
9671,1968,Undergraduate,19514.0,1,14,51,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
2256,1973,Master,27159.0,1,17,46,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
4279,1963,Undergraduate,39548.0,1,15,56,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
5371,1989,Undergraduate,21474.0,1,6,30,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
9240,1971,PhD,60504.0,0,458,48,Generation X,Adults,Adults,PhD,0,301-1000
9460,1963,Undergraduate,22419.0,0,30,56,Generation X,Adults,Adults,Undergraduate & Master,0,0-40
9504,1949,Master,81698.0,0,179,70,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
8692,1952,Undergraduate,43462.0,1,90,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,1,41-100
448,1978,PhD,54880.0,1,308,41,Generation X,Adults,Adults,PhD,1,301-1000
8314,1982,Undergraduate,79908.0,0,557,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,301-1000
8420,1970,Undergraduate,15315.0,0,7,49,Generation X,Adults,Adults,Undergraduate & Master,0,0-40
3174,1959,Undergraduate,87771.0,0,1492,60,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,
7685,1978,Undergraduate,33039.0,1,30,41,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
3179,1980,Undergraduate,81741.0,0,249,39,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,101-300
9780,1971,Master,71499.0,0,465,48,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
10681,1970,Undergraduate,62466.0,0,129,49,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
10232,1963,PhD,48799.0,0,174,56,Generation X,Adults,Adults,PhD,0,101-300
4184,1950,PhD,52157.0,0,189,69,Baby Boomers & Older,Seniors,Seniors,PhD,0,101-300
9120,1962,Undergraduate,66565.0,0,747,57,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
891,1951,Master,29298.0,1,6,68,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,1,0-40
10381,1979,Undergraduate,47691.0,0,14,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,0-40
3525,1970,Undergraduate,38200.0,1,12,49,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
6818,1974,Undergraduate,44989.0,0,98,45,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
3526,1968,PhD,38443.0,1,32,51,Generation X,Adults,Adults,PhD,1,0-40
8181,1978,Undergraduate,38593.0,1,51,41,Generation X,Adults,Adults,Undergraduate & Master,1,41-100
1029,1970,PhD,64413.0,0,200,49,Generation X,Adults,Adults,PhD,0,101-300
7369,1981,Master,36959.0,1,25,38,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
2574,1977,PhD,61996.0,0,1050,42,Generation X,Adults,Adults,PhD,0,
8159,1968,Undergraduate,51287.0,1,117,51,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
1160,1970,Undergraduate,13260.0,1,9,49,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10242,1966,PhD,47472.0,1,56,53,Generation X,Adults,Adults,PhD,1,41-100
5253,1956,Master,54603.0,1,145,63,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,1,101-300
5966,1974,PhD,45207.0,1,203,45,Generation X,Adults,Adults,PhD,1,101-300
5314,1951,Undergraduate,40689.0,0,270,68,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
5081,1967,Undergraduate,47821.0,1,9,52,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
5123,1951,Master,27450.0,0,37,68,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,0-40
5756,1983,Undergraduate,39453.0,1,46,36,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,41-100
8036,1971,Undergraduate,26850.0,1,31,48,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
9058,1955,Undergraduate,79800.0,0,1060,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,
5057,1961,Master,61794.0,0,264,58,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
254,1955,Undergraduate,53863.0,0,399,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
4179,1959,Undergraduate,24221.0,0,8,60,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,0-40
3710,1984,PhD,39684.0,1,19,35,Millennials & Generation Z,Adults,Adults,PhD,1,0-40
7627,1975,Master,92163.0,0,817,44,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
4501,1965,Master,69882.0,0,292,54,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
6424,1977,Undergraduate,33178.0,1,12,42,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
3075,1972,PhD,59973.0,0,130,47,Generation X,Adults,Adults,PhD,0,101-300
4992,1975,Master,17459.0,1,6,44,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
5252,1969,Undergraduate,23910.0,1,16,50,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
7444,1969,Master,42169.0,1,19,50,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
6919,1978,Undergraduate,26224.0,1,4,41,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
3537,1981,Undergraduate,31089.0,1,31,38,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
10277,1961,Undergraduate,30081.0,0,36,58,Generation X,Adults,Adults,Undergraduate & Master,0,0-40
2453,1960,Undergraduate,62807.0,0,526,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,301-1000
7972,1955,Undergraduate,72906.0,0,400,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
895,1948,PhD,61467.0,0,410,71,Baby Boomers & Older,Seniors,Seniors,PhD,0,301-1000
1177,1966,Master,49618.0,1,80,53,Generation X,Adults,Adults,Undergraduate & Master,1,41-100
7141,1986,Master,21888.0,1,88,33,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,41-100
7232,1973,Undergraduate,42429.0,0,55,46,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
8477,1956,Undergraduate,26150.0,2,5,63,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,1,0-40
988,1965,Undergraduate,81168.0,0,410,54,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
7930,1969,Master,26877.0,0,101,50,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
4587,1944,Master,45006.0,0,162,75,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
6222,1967,Undergraduate,22574.0,2,25,52,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10299,1969,PhD,48240.0,0,389,50,Generation X,Adults,Adults,PhD,0,301-1000
3083,1974,Undergraduate,45837.0,1,215,45,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
8953,1965,Master,35791.0,2,27,54,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
8650,1978,Undergraduate,54162.0,1,5,41,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10862,1960,Master,30522.0,0,179,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,101-300
2782,1961,PhD,54456.0,0,352,58,Generation X,Adults,Adults,PhD,0,301-1000
6941,1971,Undergraduate,31632.0,0,17,48,Generation X,Adults,Adults,Undergraduate & Master,0,0-40
10972,1949,Undergraduate,72298.0,0,625,70,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
10708,1978,Undergraduate,36975.0,1,10,41,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
6583,1955,Undergraduate,72635.0,0,390,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
3641,1976,Undergraduate,13624.0,1,10,43,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10156,1975,Undergraduate,84196.0,0,215,44,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
4299,1960,Undergraduate,70971.0,0,1001,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,
3469,1977,PhD,34487.0,1,19,42,Generation X,Adults,Adults,PhD,1,0-40
5063,1977,Undergraduate,28769.0,1,41,42,Generation X,Adults,Adults,Undergraduate & Master,1,41-100
10727,1970,PhD,69084.0,1,1181,49,Generation X,Adults,Adults,PhD,1,
9624,1958,PhD,65488.0,0,603,61,Baby Boomers & Older,Adults,Seniors,PhD,0,301-1000
5156,1970,Undergraduate,62466.0,0,129,49,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
4376,1960,Undergraduate,32218.0,0,10,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,0-40
8923,1973,Undergraduate,83917.0,0,514,46,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
8461,1962,Undergraduate,46102.0,2,14,57,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
6945,1952,Undergraduate,84574.0,0,387,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
944,1962,Undergraduate,56181.0,0,121,57,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
1907,1950,Master,63120.0,0,965,69,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
701,1971,Undergraduate,73691.0,0,707,48,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
3856,1960,Undergraduate,63381.0,0,571,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,301-1000
4149,1948,PhD,76140.0,0,586,71,Baby Boomers & Older,Seniors,Seniors,PhD,0,301-1000
2131,1959,PhD,62859.0,0,1063,60,Baby Boomers & Older,Adults,Adults,PhD,0,
2942,1964,Undergraduate,45906.0,0,305,55,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
1173,1947,Master,77632.0,0,1200,72,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,
4381,1971,PhD,46463.0,1,163,48,Generation X,Adults,Adults,PhD,1,101-300
4611,1970,Undergraduate,105471.0,0,1009,49,Generation X,Adults,Adults,Undergraduate & Master,0,
3376,1970,Master,55282.0,1,125,49,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
4679,1977,Master,78710.0,0,721,42,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
10928,1958,Undergraduate,66886.0,0,315,61,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
4248,1960,Master,98777.0,0,1000,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,301-1000
6728,1985,Undergraduate,29103.0,1,16,34,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
6661,1974,Undergraduate,67445.0,0,757,45,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
4725,1950,PhD,50616.0,0,30,69,Baby Boomers & Older,Seniors,Seniors,PhD,0,0-40
3277,1955,Undergraduate,49431.0,0,219,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,101-300
2564,1953,Undergraduate,61278.0,0,111,66,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
946,1958,Undergraduate,26490.0,0,45,61,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,41-100
3867,1947,PhD,73059.0,0,410,72,Baby Boomers & Older,Seniors,Seniors,PhD,0,301-1000
6940,1966,PhD,46734.0,1,100,53,Generation X,Adults,Adults,PhD,1,41-100
55,1963,Undergraduate,56253.0,0,509,56,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
7093,1985,Undergraduate,19986.0,1,3,34,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
5084,1975,Undergraduate,58330.0,0,445,44,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
8162,1956,Master,14661.0,0,4,63,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,0-40
10826,1959,Undergraduate,18690.0,0,6,60,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,0-40
8754,1974,PhD,45068.0,0,14,45,Generation X,Adults,Adults,PhD,0,0-40
11007,1968,PhD,29187.0,1,26,51,Generation X,Adults,Adults,PhD,1,0-40
7426,1971,Undergraduate,54690.0,1,111,48,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
9153,1964,PhD,59304.0,0,418,55,Generation X,Adults,Adults,PhD,0,301-1000
10379,1962,Master,59247.0,0,327,57,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
9204,1970,Undergraduate,66731.0,0,371,49,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
3197,1980,Undergraduate,77353.0,0,275,39,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,101-300
2920,1975,PhD,52614.0,0,789,44,Generation X,Adults,Adults,PhD,0,301-1000
6961,1974,Undergraduate,26751.0,2,1,45,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
4673,1963,PhD,81300.0,0,1004,56,Generation X,Adults,Adults,PhD,0,
9937,1979,Undergraduate,70337.0,0,187,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,101-300
8779,1985,Undergraduate,36145.0,1,56,34,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,41-100
9596,1980,PhD,65295.0,0,365,39,Millennials & Generation Z,Adults,Adults,PhD,0,301-1000
2891,1963,Undergraduate,68118.0,0,595,56,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
4910,1967,Undergraduate,68743.0,0,1132,52,Generation X,Adults,Adults,Undergraduate & Master,0,
75,1982,Undergraduate,41039.0,0,34,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,0-40
10120,1955,Undergraduate,38946.0,0,116,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,101-300
6327,1967,Undergraduate,65777.0,0,565,52,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
10142,1976,PhD,66476.0,0,372,43,Generation X,Adults,Adults,PhD,0,301-1000
9826,1972,PhD,86857.0,0,899,47,Generation X,Adults,Adults,PhD,0,301-1000
10767,1989,PhD,77845.0,0,760,30,Millennials & Generation Z,Young Adults,Adults,PhD,0,301-1000
7279,1969,PhD,69476.0,0,260,50,Generation X,Adults,Adults,PhD,0,101-300
7230,1960,PhD,50611.0,0,459,59,Baby Boomers & Older,Adults,Adults,PhD,0,301-1000
143,1970,Undergraduate,61209.0,0,466,49,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
450,1958,Master,42315.0,0,67,61,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,41-100
6379,1949,Master,47570.0,1,67,70,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,1,41-100
9239,1961,Master,61923.0,0,92,58,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
8315,1995,Undergraduate,34824.0,0,4,24,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,0-40
2868,1949,PhD,26518.0,1,20,70,Baby Boomers & Older,Seniors,Seniors,PhD,1,0-40
10888,1961,Undergraduate,45938.0,0,273,58,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
1277,1960,Undergraduate,78468.0,0,434,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,301-1000
9977,1973,Undergraduate,78901.0,0,321,46,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
10196,1978,Undergraduate,71427.0,2,212,41,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
6384,1978,Undergraduate,71022.0,0,909,41,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
8029,1988,Master,90247.0,0,1184,31,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,
968,1968,Master,41335.0,1,112,51,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
6988,1986,Undergraduate,71952.0,1,656,33,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,301-1000
4472,1970,PhD,35682.0,1,23,49,Generation X,Adults,Adults,PhD,1,0-40
6991,1951,Undergraduate,43185.0,0,537,68,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
3336,1948,PhD,66375.0,0,712,71,Baby Boomers & Older,Seniors,Seniors,PhD,0,301-1000
4301,1971,Master,35178.0,1,23,48,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
1940,1986,Undergraduate,25252.0,1,1,33,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
1272,1965,Master,55250.0,0,664,54,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
1388,1975,Undergraduate,33249.0,1,6,44,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
1044,1953,Undergraduate,58398.0,0,299,66,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
6969,1982,Undergraduate,50272.0,1,99,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,41-100
10479,1975,PhD,76618.0,0,749,44,Generation X,Adults,Adults,PhD,0,301-1000
3619,1960,Undergraduate,87305.0,0,345,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,301-1000
1715,1978,Undergraduate,25851.0,1,9,41,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10159,1970,Undergraduate,58710.0,0,440,49,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
1463,1958,Undergraduate,45160.0,1,8,61,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,1,0-40
5114,1965,Master,74806.0,0,670,54,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
4990,1954,Undergraduate,59111.0,0,524,65,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
4329,1984,PhD,18988.0,1,6,35,Millennials & Generation Z,Adults,Adults,PhD,1,0-40
10936,1965,Undergraduate,72190.0,0,597,54,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
4692,1976,Undergraduate,7500.0,1,7,43,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
7212,1966,Undergraduate,44794.0,0,54,53,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
6086,1955,Undergraduate,80395.0,0,445,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
437,1976,Master,75012.0,0,294,43,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
11171,1965,Master,56962.0,2,292,54,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
11101,1991,Undergraduate,89891.0,0,412,28,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,301-1000
5329,1949,PhD,35946.0,1,8,70,Baby Boomers & Older,Seniors,Seniors,PhD,1,0-40
610,1953,PhD,53593.0,1,349,66,Baby Boomers & Older,Seniors,Seniors,PhD,1,301-1000
9384,1978,Undergraduate,66373.0,1,328,41,Generation X,Adults,Adults,Undergraduate & Master,1,301-1000
5956,1948,PhD,45072.0,1,144,71,Baby Boomers & Older,Seniors,Seniors,PhD,1,101-300
10430,1973,Undergraduate,89694.0,1,1126,46,Generation X,Adults,Adults,Undergraduate & Master,1,
7875,1949,Undergraduate,72025.0,0,967,70,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
7072,1973,Undergraduate,67432.0,0,432,46,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
6255,1952,Master,70545.0,0,138,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
5564,1969,Undergraduate,62882.0,0,509,50,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
5682,1953,PhD,64108.0,0,948,66,Baby Boomers & Older,Seniors,Seniors,PhD,0,301-1000
7458,1956,Master,34941.0,1,39,63,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,1,0-40
5237,1950,PhD,48767.0,1,28,69,Baby Boomers & Older,Seniors,Seniors,PhD,1,0-40
7761,1978,Undergraduate,38702.0,1,13,41,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
5278,1964,Undergraduate,82224.0,0,307,55,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
3560,1952,Undergraduate,83844.0,0,901,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
7235,1975,Undergraduate,17003.0,1,2,44,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10548,1995,Undergraduate,71163.0,0,283,24,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,101-300
2281,1970,Undergraduate,33697.0,1,4,49,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
4073,1954,Undergraduate,63564.0,0,769,65,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
6974,1972,PhD,83443.0,0,518,47,Generation X,Adults,Adults,PhD,0,301-1000
7938,1958,PhD,51518.0,0,350,61,Baby Boomers & Older,Adults,Seniors,PhD,0,301-1000
7094,1975,Undergraduate,58330.0,0,445,44,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
3667,1969,Undergraduate,80952.0,0,778,50,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
7723,1979,Undergraduate,75507.0,0,709,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,301-1000
3870,1978,Undergraduate,63855.0,0,359,41,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
4012,1972,PhD,62220.0,0,799,47,Generation X,Adults,Adults,PhD,0,301-1000
5909,1964,Undergraduate,58512.0,0,895,55,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
10470,1979,Master,40662.0,1,40,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
6488,1959,PhD,38829.0,0,76,60,Baby Boomers & Older,Adults,Adults,PhD,0,41-100
10270,1981,Undergraduate,35523.0,1,11,38,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
6887,1967,Undergraduate,79146.0,1,245,52,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
6406,1988,Master,78285.0,0,647,31,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,301-1000
7573,1978,PhD,31626.0,1,39,41,Generation X,Adults,Adults,PhD,1,0-40
4508,1952,Undergraduate,75127.0,0,203,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
221,1955,Undergraduate,48726.0,0,138,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,101-300
5331,1977,Undergraduate,74985.0,0,587,42,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
1911,1987,Undergraduate,67430.0,0,595,32,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,301-1000
20,1965,Undergraduate,46891.0,0,43,54,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
8786,1956,Master,62058.0,0,301,63,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
10582,1979,Undergraduate,72063.0,0,180,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,101-300
1915,1951,PhD,78939.0,0,794,68,Baby Boomers & Older,Seniors,Seniors,PhD,0,301-1000
8897,1965,Undergraduate,42720.0,1,392,54,Generation X,Adults,Adults,Undergraduate & Master,1,301-1000
2371,1972,Undergraduate,33622.0,1,39,47,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
4303,1957,PhD,6835.0,0,107,62,Baby Boomers & Older,Adults,Seniors,PhD,0,101-300
6825,1953,Undergraduate,41452.0,1,13,66,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,1,0-40
1072,1965,PhD,40760.0,0,70,54,Generation X,Adults,Adults,PhD,0,41-100
4964,1958,PhD,74250.0,0,680,61,Baby Boomers & Older,Adults,Seniors,PhD,0,301-1000
2461,1955,Master,51124.0,1,26,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,1,0-40
10736,1971,Undergraduate,72258.0,0,522,48,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
3194,1974,PhD,71466.0,0,412,45,Generation X,Adults,Adults,PhD,0,301-1000
10839,1976,Undergraduate,36283.0,1,6,43,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
49,1970,Undergraduate,20587.0,1,2,49,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
4290,1972,Undergraduate,30467.0,1,1,47,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10219,1972,Undergraduate,31590.0,1,6,47,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
1135,1960,Master,17144.0,1,18,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,1,0-40
6299,1968,PhD,42564.0,0,324,51,Generation X,Adults,Adults,PhD,0,301-1000
10846,1978,Master,43783.0,1,327,41,Generation X,Adults,Adults,Undergraduate & Master,1,301-1000
347,1976,Undergraduate,40780.0,0,229,43,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
